Conferência,Quantidade Etapas,Título Etapa,Url Etapa,Descricao Etapa,Inscritos Etapa,Regiao Etapa,Status Etapa,Data Etapa,Propostas Etapa,Quantidade Propostas Etapa
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal de Meio Ambiente de Curuá-Pará,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1539,"A 2ª CONFERÊNCIA DO MEIO AMBIENTE DO MUNICÍPIO DE CURUÁ-PA, tem por objetivo promover diálogos e debates sobre a Emergência Climática para subsidiar a implementação da Política Nacional sobre Mudança do Clima, com base na realidade local.A emergência climática e o desafio da transformação ecológica são os temas desta 2ª Conferência Nacional do Meio Ambiente. As rodadas de conversas em todo o País ocorrerão por meio das Conferências Municipais, com um convite ao debate das melhores escolhas num momento tão desafiador da história, tanto para reduzir as emissões como para nos adaptarmos aos efeitos já visíveis do aquecimento global. Essas escolhas envolvem desde hábitos de consumo da população, com menor geração e melhor destinação de resíduos, até o destino das florestas e dos rios e lagos da nossa região, que estão sob ameaça crescente.",Não informado,"Curuá, Pará",Não informado,22 de Janeiro 2025 07:30 às 13:30,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal de Meio Ambiente de Monte Alto - SP,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/856,"Como preparativo para a 5ª Conferência Nacional do Meio Ambiente, promovido pelo Ministério do Meio Ambiente e Mudança do Cima, a Secretaria Municipal promove a etapa local no Centro de Educação Ambiental.Em 5 de dezembro, às 19h, haverá a abertura oficial.No dia 6, à partir das 8h, acontece a programação dos seguintes painéis:I – Mitigação: redução de emissões nos setores de agricultura, energia, indústria, transportes, floresta, entre outros;II – Adaptação e Preparação para Desastres: meios de enfrentamento e redução de danos pelos impactos das Mudanças climáticas;III – Justiça Climática: interseccionalidade, gênero, racismo ambiental e direitos animais;IV – Transformação Ecológica: pesquisa, desenvolvimento tecnológico, bioeconomia, transição energética, economia verde e estratégias para a mudança de sistemas econômicos e sociais para um sistema de baixo carbono;V – Governança e Educação Ambiental: institucionalização de mecanismos e instâncias de controle social, gestão participativa e educação ambiental.Cada painel terá duração de 30 minutos, seguido de discussão.Ao fim, serão eleitos os delegados que representarão Monte Alto na etapa Estadual e apresentado o Plano Municipal de Resiliência e Adaptação Climática, como síntese das propostas.(Essa ação se encaixa na Metas 2, 6, 7, 11, 12, 13, 14 e 15 dos Objetivos de Desenvolvimento Sustentável (ODS), junto à Agenda 2030)",Não informado,"Monte Alto, São Paulo",Não informado,Não informado,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal de Meio Ambiente de Resende,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/791,"Com o tema ‘Emergência climática: o desafio da transformação ecológica’, a Prefeitura Municipal de Resende, através de sua Agência do Meio Ambiente, realizará a 2ª Conferência Municipal de Meio Ambiente de Resende.",Não informado,"Resende, Rio de Janeiro",Não informado,11 de Dezembro 2024 08:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30060', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30055', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30056', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30057', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30059', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30061', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30063', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30064', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30065', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30066']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,"2ª Conferência Municipal de Meio Ambiente de Tanguá- RJ - 2ª CMMA - ""EMERGÊNCIA CLIMÁTICA: o desafio da transformação ecológica""",https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/704,"A emergência climática e o desafio da transformação ecológica são os temas desta 5ª Conferência Nacional do Meio Ambiente. As rodadas de conversas em todo o País vão até maio de 2025, com um convite ao debate das melhores escolhas num momento tão desafiador da história, tanto para reduzir as emissões como para nos adaptarmos aos efeitos já visíveis do aquecimento global. Essas escolhas envolvem desde hábitos de consumo da população, com menor geração e melhor destinação de resíduos, até o destino das florestas e dos oceanos, que armazenam uma parcela dos gases causadores do efeito estufa e estão sob ameaça crescente.Por isso TANGUÁ-RJ, convida você a participar dessas conversas e dar sua colaboração na construção de políticas públicas de enfrentamento à essas mudanças climáticas.Conferência Municipal do Meio Ambiente - CMMA - inscrição -https://forms.gle/PgCk3unpRAisTms5A",Não informado,"Tanguá, Rio de Janeiro",Não informado,26 de Novembro 2024 08:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30388', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37336', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37322', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37327', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37319', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37323', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37329', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37332', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37337', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/37338']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal de Meio Ambiente de Tracuateua,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1294,"2ª Conferência Municipal de Meio Ambiente, teve como objetivo dialogar as temáticas sobre emergência climática, para a elaboração das propostas  e eleição para eleger delegados(a), que representarão o município de Tracuateua.",0,"Tracuateua, Pará",Não informado,05 de Dezembro 2024 08:00 às 17:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal de Meio Ambiente de Tracuateua - PA,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1345,"A 2ª Conferência Municipal de Meio Ambiente de Tracuateua, tem como objetivo dialogar temáticas relacionadas com as mudanças climáticas, elaborar e aprovar  propostas.",0,"Tracuateua, Pará",Não informado,05 de Dezembro 2024 08:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29122', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29123', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29126', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29121', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29127', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29115', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29117', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29124', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29125', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/29118']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal de Meio Ambiente do Municipio de Belo Jardim-PE,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/2045,"O tema central da 2ª Conferência Municipal do Meio Ambiente será: “Emergência climática: odesafio da transformação ecológica”, em conformidade com a Portaria do Ministério do Meio Ambientee Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional doMeio Ambiente - 5ª CNMA.",Não informado,"Belo Jardim, Pernambuco",Não informado,14 de Dezembro 2024 09:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38633', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38634', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38635', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38636', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38637', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38639', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38640', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38642', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39369', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/39370']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal de Meio Ambiente do Oiapoque - CMMA/OPQ,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1542,"A 2ª Conferência Municipal de Meio Ambiente de Oiapoque (CMMA/OPQ) será realizada nos dias 23 e 24 de janeiro de 2025, alinhada às diretrizes da 5ª Conferência Nacional do Meio Ambiente (CNMA) e com foco no tema ""Emergência Climática"". O evento tem como objetivo debater e propor soluções locais nos eixos temáticos de mitigação, adaptação a desastres, transformação ecológica, justiça climática e governança/educação ambiental, refletindo a realidade de Oiapoque e contribuindo para a construção de políticas públicas sustentáveis. A conferência será um espaço de participação social aberto a representantes da sociedade civil, setor privado e poder público, promovendo discussões em grupos de trabalho temáticos, deliberações em plenária e eleição de delegados para a 5ª Conferência Estadual de Meio Ambiente. A programação inclui dinâmicas interativas e a construção coletiva de propostas prioritárias que serão enviadas às instâncias estaduais e nacionais, reforçando o compromisso de Oiapoque com a sustentabilidade e o enfrentamento das mudanças climáticas.",Não informado,"Oiapoque, Amapá",Não informado,Não informado,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38508', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38505', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38507', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38511', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38512', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38513', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38515', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38517', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38518', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/38519']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferencia Municipal de Meio Ambiente - Guaporema/PR,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1639,"Visando a formulação de proposições estratégicas para subsidiar a implementação da Política Nacional sobre Mudança do Clima, foi realizada, no dia 13 de dezembro de 2024, com início as 8h30, a 2ª Conferência Municipal do Meio Ambiente. O evento teve como tema central: “Emergência Climática: o Desafio da Transformação Ecológica”.
A conferência aconteceu no Salão de Eventos do CRAS, situado na Avenida São José, nº 459, Centro, Guaporema/PR.",0,"Guaporema, Paraná",Não informado,13 de Dezembro 2024 08:30 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/32026', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/32028', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/32029', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/32023', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/32025', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/32030', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/32024', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/32027', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/32031', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/32032']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal do Meio Ambiente de Belo Oriente,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/684,"A 2ª Conferência Municipal do Meio Ambiente (CMMA) de Belo Oriente, será realizada no dia 04 de dezembro de 2024, de forma presencial, no Anexo Anexo Administrativo Municipal Floripes Rômulo de Carvalho.A CMMA foi convocada através do Decreto n.°79, de 12 de novembro de 2024, em conformidade com a Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024.A 2ª Conferência Municipal de Meio Ambiente serve como um espaço de participação social fundamental, onde diferentes atores da sociedade — incluindo cidadãos, ONGs, representantes de comunidades, setor privado e governo — podem debater e propor soluções para enfrentar a crise climática. A participação social é essencial nesse processo, pois garante que as propostas reflitam as necessidades e prioridades da população, promovendo um processo democrático e colaborativo.A CMMA tem como objetivo principal formular propostas e diretrizes específicas para o município, em consonância com a 5ª Conferência Nacional do Meio Ambiente.Serão eleitos delegados para a Conferência Estadual do Meio Ambiente de Minas Gerais, nos termos da Resolução SEMAD nº 3.326, de 07 de novembro de 2024, e da Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente - 5ª CNMA.",3,"Belo Oriente, Minas Gerais",Não informado,04 de Dezembro 2024 12:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28192', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28193', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28194', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28196', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28197', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28212', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28213', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28214', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28215', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28217']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal do Meio Ambiente de Brasil Novo-PA,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1749,"Realização da 2ª Conferência Municipal do Meio Ambiente de Brasil Novo - PA com tema central: ""Emergência climática: o desafio da transformação ecológica""",0,"Brasil Novo, Pará",Não informado,23 de Janeiro 2025 08:00 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40581', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40582', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40583', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40584', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40585', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40586', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40587', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40588', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40589', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/40406']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal do Meio Ambiente de Brasil Novo-PA,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/590,"Realização da 2ª Conferência Municipal do Meio Ambiente de Brasil Novo-PA com tema central: ""Emergência climática: o desafio da transformação ecológica""",0,"Brasil Novo, Pará",Não informado,06 de Dezembro 2024 08:00 às 18:00,[],0
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal do Meio Ambiente de Eldorado do Sul,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1980,"2ª Conferência Municipal de Meio Ambiente de Eldorado do Sul
A 2ª Conferência Municipal do Meio Ambiente de Eldorado do Sul, terá como tema central a “Emergência Climática: O desafio da transformação ecológica”. O evento reunirá especialistas, gestores públicos, organizações da sociedade civil e diversos atores sociais para discutir e propor ações frente aos desafios climáticos.
A conferência abordará cinco eixos principais:
Mitigação: Estratégias para reduzir emissões de gases de efeito estufa, incentivando práticas sustentáveis e inovações em diferentes setores.
Adaptação e Preparação para Desastres: Medidas para enfrentar os impactos das mudanças climáticas, com foco na resiliência de comunidades e infraestrutura.
Transformação Ecológica: Transição para uma economia verde, promovendo sustentabilidade ambiental e uso responsável de recursos naturais.
Justiça Climática: Garantia de políticas climáticas inclusivas que beneficiem equitativamente toda a sociedade, especialmente os grupos mais vulneráveis.
Governança e Educação Ambiental: Promoção de governança participativa e programas educativos que conscientizem e capacitem a população sobre os desafios climáticos.
O principal objetivo do evento é construir, de forma coletiva e integrada, políticas e ações que favoreçam a mitigação e a adaptação às mudanças climáticas locais e regionais. A contribuição de todos os setores da sociedade será fundamental para alcançar um futuro mais sustentável e preparado para os impactos das alterações climáticas.
PARTICIPE!",Não informado,"Eldorado do Sul, Rio Grande do Sul",Não informado,10 de Fevereiro 2025 08:00 às 16:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48575', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48576', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48577', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48584', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48578', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48579', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48580', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48581', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48582', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/48583']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal do Meio Ambiente de Laguna Carapã-MS,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1258,"A Prefeitura Municipal de Laguna Carapã tem o prazer de convidar toda a população para participar da 2ª Conferência Municipal do Meio Ambiente com o tema central “Emergência climática: o desafio da transformação ecológica”, em conformidade com a Portaria do Ministério do Meio Ambiente e Mudanças do Clima (MMA), que será realizada no dia 13 de dezembro de 2024, a partir das 7h30, no Centro Social do Idoso Olinto Cassol.",0,"Laguna Carapã, Mato Grosso do Sul",Não informado,13 de Dezembro 2024 07:30 às 18:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30207', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30212', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30213', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30214', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30216', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30217', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30220', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30221', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30223', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/30224']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal do Meio Ambiente de Londrina - Etapa Municipal da 5ª Conferência Nacional do Meio Ambiente,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/802,"A Prefeitura Municipal de Londrina, por meio da Secretaria Municipal do Ambiente, convida a participar da 2ª Conferência Municipal do Meio Ambiente - Etapa Municipal da 5ª Conferência Nacional do Meio Ambiente, cujos temas são: A Emergência Climática e o Desafio da Transformação Ecológica.A 5ª Conferência Nacional do Meio Ambiente é uma oportunidade do país discutir a emergência climática e ouvir a população sobre alternativas disponíveis, quando novas políticas estão sendo definidas no Brasil, alinhadas com objetivos globais.A Etapa Municipal tem como objetivo incentivar a ampla participação da população local na construção de propostas para enfrentar os desafios climáticos causadores da emergência climática para cinco eixos pré definidos: mitigação; adaptação e preparação para desastres; justiça climática; transformação ecológica e governança e educação ambiental.As propostas priorizadas serão encaminhadas para a Comissão Organizadora Estadual e serão incluídas no Caderno de Propostas que será debatido na Conferência Estadual do Paraná. Também serão eleitas pessoas delegadas para representar o município na etapa estadual",0,"Londrina, Paraná",Não informado,30 de Novembro 2024 08:00 às 17:30,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27503', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27504', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27505', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27506', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27507', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27508', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27509', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27510', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27511', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/27512']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal do Meio Ambiente de Maracaju/MS,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1228,"A 2º Conferência Municipal do Meio Ambiente de Maracaju será  realizada  no  dia  11  de dezembro  de  2024, das 07:00h às 11:00 e das 13:00h às 17:00h (Horário do Mato Grosso do Sul), no endereço Rua Waltrudes Ferreira Muzzi, 686, Centro (Tatersal-Sindicato Rural), tendo  como  tema  central:  “Emergência climática: o desafio da transformação ecológica”, em conformidade com a Portaria do Ministério do Meio Ambiente e Mudança do Clima (MMA) nº 1.079, de 10 de junho de 2024, que convoca a 5ª Conferência Nacional do Meio Ambiente.",Não informado,"Maracaju, Mato Grosso do Sul",Não informado,11 de Dezembro 2024 07:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28614', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28609', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28617', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28618', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28620', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28621', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28623', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28626', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28627', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28628']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,2ª Conferência Municipal do Meio Ambiente de Quatis,https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/989,"2ª Conferência Municipal do Meio Ambiente de Quatis 🌱♻️
👉 A Prefeitura convida você para participar da 2ª Conferência Municipal do Meio Ambiente (CMMA) de Quatis. O evento acontecerá no dia 7 de dezembro, às 9 horas, no plenário da Câmara Municipal de Quatis.
🌳 A Conferência é uma das etapas mais importantes da 5ª Conferência Nacional do Meio Ambiente (CNMA) e tem como objetivo incentivar a ampla participação da população na construção de propostas para enfrentar os desafios climáticos, além de eleger delegados que representarão o município na etapa estadual.
📌 A segunda edição da conferência terá como tema “Emergência Climática: O Desafio da Transformação Ecológica” e contará com a discussão de propostas em cinco eixos, como mitigação, adaptação e preparação para desastres, justiça climática, transformação ecológica, governança e educação ambiental.
✅ O evento é gratuito e aberto ao público acima de 16 anos de idade. As inscrições seguem até o dia 5 de dezembro.
Venha e participe! Vamos juntos pela luta em prol do meio ambiente! 😉💚🌎.",Não informado,"Quatis, Rio de Janeiro",Não informado,07 de Dezembro 2024 08:00 às 13:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28449', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28450', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28451', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28452', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28454', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28455', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28456', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28457', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28458', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/28459']",10
5ª Conferência Nacional do Meio Ambiente,1527 reuniões,"2ª Conferência Municipal do Meio Ambiente de Várzea Grande - Emergência Climática, O Desafio da Transformação Ecológica",https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/130/meetings/1990,"A programação da Conferência Municipal do Meio Ambiente realizou atividades para alcançar os objetivos do evento, que são:•Incentivar a ampla participação da população na construção de propostas para o enfrentamento da emergência climática, em seus cinco eixos temáticos: mitigação, adaptação e preparação para desastres, justiça climática, transformação ecológica e governança e educação ambiental.•Criar e enviar até 10 propostas sobre os 5 eixos temáticos (2 propostas por eixo temático) para a Conferência Estadual do Meio Ambiente.•Eleger, dentre as pessoas participantes, a delegação que representará o município na Conferência Estadual do Meio Ambiente.",Não informado,"Várzea Grande, Mato Grosso",Não informado,21 de Janeiro 2025 08:00 às 17:00,"['https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36144', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36143', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36145', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36147', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36153', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36149', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36155', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36157', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36148', 'https://brasilparticipativo.presidencia.gov.br/processes/cnma/f/131/proposals/36158']",10
