Plano,Quantidade Propostas,Título Proposta,Descrição Proposta,Link,Votos,Autor
Não tem o titulo na página,1292 propostas encontradas,Carbono zero e redes de energia elétricas subterrâneas em áreas de preservação ambiental,"Proposta :
Em unidades de preservação ambiental limitar o acesso de veículos a combustão.
As unidades de preservação ambiental devem possuir meios de locomoção carbono zero.
As redes de energia elétrica devem ser subterrâneas em áreas de preservação ambiental, diminuindo assim as mortes de animais por descarga elétricas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18161,35,LEONARDO
Não tem o titulo na página,1292 propostas encontradas,Programa direcionado nas escolas para sobre o meio ambiente. Projeto descartes correto dos resíduos nas escolas.,Programa nas escolas voltado para a conscientização do saneamento básico nas escolas.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18184,15,Herlania
Não tem o titulo na página,1292 propostas encontradas,Regularização Fundiária em Territórios Extrativistas,"Priorização e Garantia da regularização fundiária das terras aos extrativistas, agricultores familiares e de povos e comunidades tradicionais na Amazônia;",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19934,4,EDILSON
Não tem o titulo na página,1292 propostas encontradas,Inclusão Geotecnológica para mitigação de riscos,"INCLUSÃO GEOTECNOLÓGICAno fomento da participação social qualificada.
MAPEAR é fundamental de forma participativa para o futuro ambientalmente justo!
Nos perguntar onde estão: nascentes, rios, áreas de deslizamento e inundação, onde é o manancial de água ?
Em Síntese: Identificar as cidades no Atlas do Desastre Br > Promover oficinas de capacitação > Sistematizar as bases cartográficas municiais >Elaborar mapeamento participativo de risco > Executar ampla divulgação.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19384,8,JOAO
Não tem o titulo na página,1292 propostas encontradas,"Manutenção da diversidade genética e potencial adaptativo de populações de espécies nativas, de importância econômica, e ameaçadas de extinção","A diversidade genética, juntamente com a diversidade de espécies e ecossistemas, é um dos pilares da biodiversidade. Para garantir o potencial adaptativo às mudanças climáticas, as espécies precisarão manter populações grandes e geneticamente diversas. É vital conservar a diversidade genética intra-específica para permitir a adaptação das espécies às alterações ambientais, incluindo climáticas; promover a resiliência e a recuperação dos ecossistemas; e apoiar necessidades da sociedade.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19100,6,SIBELLE
Não tem o titulo na página,1292 propostas encontradas,Energias Renováveis,"Investir e incentivar a expansão de fontes de energia limpa , como solar, eólica e biomassa, visando reduzir a dependencia de combustiveis fósseis e as emissões de gases de efeito estufa",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/17976,35,LIDISTON
Não tem o titulo na página,1292 propostas encontradas,Plano de Arborização Urbana,"Plano para aumento e incremento da arborização urbana nas cidades com espécies nativas para enfrentar as mudanças climáticas e melhorar a qualidade de vida das pessoas que vivem nas cidades. Diminuindo a sensação térmica e ilhas de calor. Dando maior qualidade de vida com incremento de fauna e flora, diminuição de barulho e poluição.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19231,3,Alan
Não tem o titulo na página,1292 propostas encontradas,Brasil verde “Cuidando do ar que você respira.”,"O projeto ""Brasil Verde Cuidando do Ar Que Você Respira"" é uma iniciativa pública e privada, registrada sob o número de processo sepro 02000.002577/2023-86, lançada em 2022 com o objetivo de melhorar a qualidade do ar em áreas urbanas do país.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/17954,13,FREDERICO
Não tem o titulo na página,1292 propostas encontradas,Parques urbanos alagáveis,"Substituir projetos de piscinões por parques urbanos alagáveis. Eventos climáticos extremos estão associados a ondas de calor e a chuvas torrenciais. A arborização dos parques ameniza ondas de calor enquanto sua bacia de inundação retem grandes volumes de água, minimizando transtornos e reduzindo riscos à população. Essas estruturas podem funcionar como áreas de lazer na maior parte do tempo, permanecendo fechadas quando a previsão climática indicar alta probabilidade de chuvas torrenciais.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18060,19,MARCELO
Não tem o titulo na página,1292 propostas encontradas,Aquisição e compra de aviões de grande porte para combate a incêndios florestais,"O Brasil por ter vários Biomas, incluindo a Amazônia e o pantanal que sofrem com incêndios severos, não possui grandes aviões ´para combate a incêndios como por exemplo o Boeing 747-400 – Global SuperTanker o maior avião de combates a incêndios do mundo. Por termos áreas gigantes de florestas temos que ter também a capacidade real de combate aos incêndios, O governo federal por ter maior recurso financeiro e ser o principal responsável pelos biomas do Brasil deve liderar essa aquisição.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18491,9,DANIEL
Não tem o titulo na página,1292 propostas encontradas,Otimização da reciclagem no Brasil e valorização dos catadores de materiais recicláveis,"Aumentar a fiscalização e aplicabilidade da Lei 12.305/2010; Exigir que as grandes empresas (poluidor-pagador) promovam a economia circular, focando na reciclabilidade de todos os produtos, evitando geração de produtos não recicláveis; promover incentivos para a entrada de empresas recicladoras em todos os estados; valorizar o trabalho dos catadores, remunerando-os de forma justa, promover subsídios e melhor infraestrutura de trabalho e condições salubres para todos os trabalhadores.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19926,14,Ana
Não tem o titulo na página,1292 propostas encontradas,Arborização urbana obrigatória em todos os municípios,"Prefeituras seriam obrigadas a realizar um estudo de viabilidade de áreas Verdes urbanas com potencial p/ criação de florestas de bolso e ampliação de áreas já existentes. Além do estudo, na implementação seria obrigatória o uso de ESPÉCIES NATIVAS DO BIOMA. A obrigatoriedade se estenderia à manutenção desses espaços com novas mudas e árvores já plantadas pela cidade, tratando possíveis problemas de falta de água e proliferação de pragas e doenças, não cumprimento geraria multa ao município",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19800,7,Emmanuel
Não tem o titulo na página,1292 propostas encontradas,Quebra da massa de ar quente com introdução de cunhas de gás hélio.,"Quebra da da barreira de massa de ar quente que está estacionada no sudeste e centro oeste com o lançamento de mísseis de gás hélio, provocando cunhas de gás à temperaturas extremamente baixas na massa de ar quente permitindo o avanço da frente fria. Para isso é necessário agir no momento em que uma forte frente fria avançasse sobre o Brasil, sendo o lançamento de gás hélio apenas o catalisador do avanço da frente fria.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20183,0,Alexandre
Não tem o titulo na página,1292 propostas encontradas,Protocolos para Atenção à Diversidade na Emergência Climática,"A recente crise climática no Rio Grande do Sul mostrou que os órgãos do Estado estavam despreparados para lidar com a situação real das pessoas atingidas pela inundação, como mulheres, crianças, comunidades indígenas e quilombolas. Assim, a proposta é que se criem Grupos de Trabalho da Secretaria Nacional de Clima com órgãos afins para estabelecer Protocolos de Atenção em Emergências Climáticas como medida de prevenção e mitigação de violação de direitos humanos em momentos de crise.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19790,6,DENISE DORA
Não tem o titulo na página,1292 propostas encontradas,Agricultura familiar,"Maior investimento em pequenos produtores, agroflorestas e agricultura familiar, reduzindo os incentivos à monocultura e à pecuária, maiores responsáveis pelo desmatamento e queimadas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19974,"1
voto",JESSICA
Não tem o titulo na página,1292 propostas encontradas,Plano Nacional de Gestão de Desastres Relacionados ao Clima,"Reduzir a vulnerabilidade do Brasil a desastres relacionados ao clima, como inundações, secas, deslizamentos de terra e incêndios florestais, e fortalecer a capacidade de resposta a esses eventos.Ação proposta: Promover a educação para a gestão de desastres capacitando a população para lidar com desastres relacionados ao clima, incluindo medidas de prevenção, preparação e resposta.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/17966,50,VANESSA
Não tem o titulo na página,1292 propostas encontradas,Programa Nacional de Gestão de Riscos a Desastres e Emergências aos Povos Originários e Tradicionais,"Busca instituir o Programa Nacional de Gestão de Riscos a Desastres e Emergências aos Povos Originários e Tradicionais, visando desenvolver Protocolos Comunitários embasados nos conhecimentos locais, em aliança com sistemas de dados e serviços especializados nas esferas nacional, estaduais e municipais, a fim de construir estratégias coletivas para evitar, mitigar e adaptar tais comunidades aos impactos destes fenômenos, assim como implementar a figura do Agente Comunitário Socioambiental.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18199,104,LUIZ
Não tem o titulo na página,1292 propostas encontradas,Reativar e incrementar o Programa Energife,"Reativar e incrementar o programa ENERGIFE para a participação das Entidades de Ensino Federal (IFs e IFEs) com maior investimento e abrangência.
http://energif.mec.gov.br/",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19678,13,CELSO
Não tem o titulo na página,1292 propostas encontradas,Incentivar a compostagem e a cadeia produtiva da reciclagem como soluções para a destinação correta dos resíduos.,Criar incentivos fiscais e linhas de créditos para cooperativas de catadores e pequenas empresas que trabalham com a compostagem e a reciclagem de resíduos. Apoiar parcerias que ajudem a integrar a cadeia produtiva desses segmentos. Fomentar a coleta seletiva a partir da educação ambiental e de incentivos como o desconto de tributos ou criação de uma moeda social para a população que colaborar separando e destinando corretamente os resíduos.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19235,8,MARIA
Não tem o titulo na página,1292 propostas encontradas,Destinação do lixo,"Zerar os lixões em todo o país e implantar a destinação correta para todos os tipos de resíduos. Equipar os municípios com as alternativas mais atualizadas e eficientes para a correta coleta e adequada e definitiva destinação. Não criar novos ambientes como os lixões, com degradação ambiental e humana.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19636,9,THELMA
Não tem o titulo na página,1292 propostas encontradas,Projeto HMB - Concretando garrafas pet,"O Projeto tem como objetivo principal recolher e dar um destino final as garrafas PET e as outras embalagens plásticas que não são recicladas. Essas garrafas serão utilizadas para a confecção de blocos de contenção (em formato de contêineres) para áreas litorâneas desgastadas pela ação do mar. Os blocos serão formados por: garrafas pet, concreto, plástico triturado de outras embalagens plásticas e aço fino. Os blocos ajudarão no combate às erosões litorâneas, costeiras ou mesmo marinhas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18083,20,HELENA
Não tem o titulo na página,1292 propostas encontradas,Recuperação ambiental | despoluição | Reflorestamento,"Eu e mais algumas pessoas que se importam com o meio ambiente criamos o Filhos da Esperança! Um projeto recém-criado com o objetivo de despoluir rios, reflorestar e recuperar áreas degradadas em Rondônia, com planos de expansão para todo o Brasil. Aqui como cabe pouco carácteres não dá para aprofundar o que temos em mente mas peço que olhem o insta ou Bluesky: filhosdaesperanca você pode se ser um de nós! FilhosDaEsperança",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20023,"1
voto",GABRIEL
Não tem o titulo na página,1292 propostas encontradas,Redução de impostos para proprietários de árvores em residências,"Proposta: reduzir de 10% a 20% o IPTU de pessoas que tenham árvores em sua residência.
Objetivo da proposta: incentivar as pessoas terem e não cortarem árvores.
Benefícios: as árvores ajudam a melhorar a qualidade do ar, proporciona sombra e ajuda a reduzir a temperatura local, evitando assim também o gasto de energia elétrica com ar condicionado.
A redução pode variar de acordo com o número e a espécies das árvores, incentivando a plantação de espécies nativas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18072,48,CARLA
Não tem o titulo na página,1292 propostas encontradas,Desafio Nacional: Concurso Educar para Sustentabilidade,"""Desafio Nacional: Concurso Educar para Sustentabilidade"" mobiliza estudantes de todo o Brasil em uma competição anual para criar projetos sustentáveis. Alunos do fundamental e médio, guiados por professores, desenvolvem soluções focadas em emergências globais, integrando a economia criativa na educação ambiental. O objetivo é fomentar a consciência sobre sustentabilidade nas disciplinas escolares, preparando jovens para desafios futuros.""",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19906,3,DENISE
Não tem o titulo na página,1292 propostas encontradas,Construção sustentável de unidades habitacionais populares em áreas urbanas e expansão urbana.,"Planejamento Urbano Integrado:
Desenvolver planos urbanos que integrem áreas residenciais com espaços comerciais e de lazer, reduzindo a necessidade de deslocamentos e promovendo a mobilidade sustentável.
Resiliência Climática:
Incorporar práticas de design que aumentem a resiliência das edificações a eventos climáticos extremos, como inundações e ondas de calor.
Aproveitamento de zona urbana e expansão urbana para o crescimento das construção de interesse social e Aproveitamen imobiliário.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19238,20,LEONARDO
Não tem o titulo na página,1292 propostas encontradas,Oportunidade para jovens negros,"Oportunidade e portas abertas para jovens negros periférico, visão para criar planos educacionais lazer e esporte para todas as comunidades, com olhar de desenvolvimento para as famílias envolvidas desses jovens.
Criando cursos na própria comunidade para amplia o crescimento tanto dos jovens como dos próprios moradores em volta.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20128,2,LAZARO
Não tem o titulo na página,1292 propostas encontradas,Meio Ambiente e Responsabilidade Afetiva: o futuro é agora!,"A proposta visa à criação de ambientes educativos que promovam a ampliação da consciência ambiental e a responsabilidade afetiva, integrando práticas sustentáveis e a importância do cuidado mútuo tanto com o meio ambiente quanto com as pessoas em contextos diversos, considerando diferentes territórios, etnias, raças, classes sociais e econômicas para a proteção de atuais e futuras gerações habitantes do planeta.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20175,22,MARCIO
Não tem o titulo na página,1292 propostas encontradas,"Mais apoio financeiro à agricultura familiar, em especial mulheres e jovens","Ampliar o volume e reduzir a burocracia do crédito para agricultura familiar e agroecológica, em especial para mulheres, jovens, povos indígenas e comunidades tradicionais.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19494,222,Camila Doretto
Não tem o titulo na página,1292 propostas encontradas,Desenvolvimento de Cidades Sustentáveis,"Promover a adoção de práticas urbanas sustentáveis, como a melhoria do transporte público, a expansão de ciclovias e a criação de áreas verdes urbanas. Incentivar a construção de edifícios verdes e a implementação de soluções de gestão de resíduos e eficiência energética para reduzir a pegada de carbono das cidades brasileiras.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18498,15,Eduardo Nunes
Não tem o titulo na página,1292 propostas encontradas,Projeto de lei nº 607 /2004 - Cria o Programa de Aproveitamento da Água Emergente de Lençol Freático em Edificações.,"Uma vez que as edificações que não previam os cursos d'agua em territórios ocupados e que produzem intensa quantidade de agua de seus sub solos, (constatados diariamente pelos munícipes) que seja levada a votação - Projeto de lei nº 607 /2004 - em regime de urgência com a observância de que novas edificações tenham inclusive estudo aprofundado desses terrenos para evitar novos cursos d'agua represados.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19482,3,RENE
Não tem o titulo na página,1292 propostas encontradas,Recuperar Áreas degradadas,"Criar um plano efetivo com crédito subsidiado pra recuperação de áreas degradadas e as áreas de preservação permanentes, em especial pra agricultura familiar que e a mais vulnerável as mudanças climáticas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18495,20,Pablo
Não tem o titulo na página,1292 propostas encontradas,Iniciativa de Carbono no Cerrado: Restauração através da Floiresta de Sementes (Semeadura Direta) e aporte tecnológico: Drone e Bactérias do solo.,"A semeadura direta começou a ganhar destaque nos últimos dez anos em projetos de restauração ecológica de florestas e cerrado. Com o advento das mudanças climáticas e os projetos de carbono de ARR, o método de semeadura direta tem despertado o interesse de empresas e setores do agronegócio nos últimos três anos. Mas afinal, como é feita a floresta de sementes? Esse método, conhecido como semeadura direta, necessita de muitos experimentos e estudos práticos e excelência, assim como é para a muda.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19698,2,Camila
Não tem o titulo na página,1292 propostas encontradas,"Preservação de áreas florestais e mananciais, apenas com investimentos premiados com isenções parciais de impostos.","Promover mecanismos para impedir que a preservação de florestas e mananciais sejam efetivadas com a privatização e/ou concessão de áreas públicas, e sim, apenas com investimentos, premiados com possiveis isenções parciais de impostos.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19637,3,CARLOS
Não tem o titulo na página,1292 propostas encontradas,[Assembleia Cidadã Jovens no Clima] Gestão de águas da chuva,"Implementar infraestrutura verdes que favoreçam a retenção e absorção da chuva. Criar parques alagáveis que possam ser utilizados como área de lazer em períodos secos e reservatórios de água em período de chuva intensa. Além de incentivar a construção de pavimentos permeáveis e áreas verdes em áreas urbanas.
Somada a essas ações, educar a população sobre práticas sustentáveis de manejo da água da chuva e monitorar e avaliar continuamente a eficácia das estratégias implementadas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19268,27,EMILLY
Não tem o titulo na página,1292 propostas encontradas,Políticas de alimentação e nutrição voltadas à promoção de dietas saudáveis e sustentáveis,"A proposta compreende duas medidas:
1. Atualização do PNAE e do PAT para refletir o mais atual consenso científico sobre dietas saudáveis e sustentáveis, tal como expresso nas recomendações da OMS e da Comissão EAT-Lancet sobre Alimento, Planeta e Saúde;
2. Empregar o Alimenta Brasil e outros programas de segurança alimentar e nutricional, como Restaurante Popular, Centro POP e Cozinhas Solidárias, para encorajar o consumo de alimentos saudáveis e sustentáveis e transformar hábitos alimentares.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18996,632,Diogo
Não tem o titulo na página,1292 propostas encontradas,Respeitar a consulta às comunidades,Fortalecimento dos mecanismos de apoio e capacitação à Consulta Prévia e Informada em conformidade com Convenção 169 da OIT.,https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19496,169,Camila Doretto
Não tem o titulo na página,1292 propostas encontradas,Polo industrial de bioeconomia,"Instalação, no Estado do Pará, de um polo industrial de bioeconomia, visiando promover o desenvolvimento desse setor em uma região que já se coloca como vanguarda. Que seja implantado de tal forma, que além do desenvolvimento industrial, apoie e seja apoiado pelas instituições de ensino e pesquisa da Amazônia (ex.: UFPa), pelos saberes do povo amazônico, pelo desenvolver de uma infraestrutura verde ao redor desse polo, favorecendo o desenvolvimento de cidades inteligentes e sustentáveis.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19348,"1
voto",VINICIUS
Não tem o titulo na página,1292 propostas encontradas,Ensinar crianças pequenas a limpar sua casa como no Japão,"No Japão as crianças desde pequenas aprendem a limpar a sujeira ,lavando seus próprios banheiros e assim criando a consciência que o planeta Terra é a nossa casa, e que sempre devemos manter nossa casa limpa! Tudo isso de um modo lúdico e prazeroso, assim uma nova consciência ambiental vai sendo gerada.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20043,0,ESTELA
Não tem o titulo na página,1292 propostas encontradas,Priorizar a Adaptação baseada em Ecossistemas (AbE) nos territórios do bioma Cerrado.,"O Cerrado funciona como um grande coletor de água, e por isso é conhecido como o Berço das Águas. Assim, é necessário a adequação dos sistemas de produção existentes no bioma, de modo a conservar a vegetação nativa, que propicia o abastecimento dos aquíferos e corpos hídricos, valorizando sua importância social, ambiental e econômica. Além disso, deve-se promover a recuperação do meio físico, especialmente da integridade dos mananciais de água e as boas condições de preservação do solo.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19114,160,Natalia Brito
Não tem o titulo na página,1292 propostas encontradas,"Integração de políticas de meio ambiente, educação ambiental, turismo e patrimônio","Integração de políticas de meio ambiente, turismo, patrimônio e educação socioambiental com incentivos financeiros para instituições públicas que trabalhem de forma integrada projetos com estas tematicas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19321,7,ROMULO
Não tem o titulo na página,1292 propostas encontradas,Regulamentação e Incentivo à Inserção dos Profissionais Ambientais no Plano Clima,"Inclusão da regulamentação de profissionais da área ambiental, como ecólogos, analistas e gestores ambientais, no Plano Clima, visando garantir maior autonomia e reconhecimento para esses especialistas. Além disso, garantir também incentivos à inserção desses profissionais no mercado de trabalho. Com essa regulamentação, espera-se cada vez mais qualidade, ética e capacitação dos profissionais, reforçando o compromisso do Brasil com a sustentabilidade e o combate às mudanças climáticas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19057,24,UESLEI
Não tem o titulo na página,1292 propostas encontradas,Economia verde na mineração,"A economia verde pode ser a principal maneira de tornar a mineração mais sustentável, com o uso de energia renováveis para reduzir a pegada de carbono nas operações de mineração. Estudos informam que há equipamentos que consomem até 400 l/h de combustível, e a cadeia minero-metalúrgica consome 11% do total de energia elétrica no Brasil. É preciso CRIAR programas de governo para incentivo econômico a pequenas e médias mineradoras na instalação e uso de fontes de energia com tecnologia limpa.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19560,257,LIDIA
Não tem o titulo na página,1292 propostas encontradas,[Rede de Assembleias Cidadãs do Brasil] Metodologia das Assembleias Cidadãs (ACs) POR BIOMA para estratégias integradas de mitigação e adaptação,"As ACs são uma forma de participação social que contribui com o poder público na conciliação de diferentes perspectivas e integração de vários setores em uma visão estratégica e plano de ação ou política.
As ACs irão recomendar ações prioritárias em uma estratégia que integre os planos setoriais de mitigação e adaptação em cada Bioma, atendendo a necessária articulação interestadual.
As ACs aprofundam e trazem novas vozes para a participação popular, complementando plenárias e conferências.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19542,7,SILVIA
Não tem o titulo na página,1292 propostas encontradas,Água Nossa de Cada Dia,"Auxiliar através de tecnologias o uso eficiente de recursos hídricos por parte do setor agrícola. Educar e controlar permanentemente, através de intensiva e regular fiscalização (in loco) a destinação da água e dos resíduos sólidos e demais insumos utilizados.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19365,6,MARCOS
Não tem o titulo na página,1292 propostas encontradas,"Saúde única e autonomia em territórios tradicionais: Ações de promoção da saúde humana, animal e ambiental.","A proposta compreende:
- Diagnósticos socioambientais e mutirões multidisciplinares de saúde (médicos, veterinários, biólogos, dentistas, psicólogos, assistentes sociais) valorizando os conhecimentos e práticas tradicionais, visando garantir o bem estar integral das comunidades tradicionais.
- Promover abordagens participativas e inclusivas que valorizem a autonomia (alimentar, econômica, cultural e espiritual) além de ações de educação ambiental e controle de zoonoses.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19106,38,TATIANA
Não tem o titulo na página,1292 propostas encontradas,Plano Nacional de Recuperação de Terras Degradadas PNCPD,"O Brasil tem a lei que criou o Plano Nacional de Recuperação de Terras Degradas, porém, ainda está aguardando investimentos de outros países para colocar em execução. A recuperação de mais de 40 milhões de hectares, de terras por meio da Agroecologia - PLANAPO, irá aumentar a produção de alimentos orgânicos, empregos e renda para a população brasileira com produção, , logistica,, varejo,, além de proteger o meio ambiente, florestas, nascentes, rios, lagos, águas subterrâneas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18108,22,JOSE
Não tem o titulo na página,1292 propostas encontradas,Desmatamento 0 em todos os biomas até 2030,"Nossas florestas e demais biomas estão sendo destruídos aceleradamente,e apenas uma política efetiva poderá coibir essa prática",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19641,7,Maria
Não tem o titulo na página,1292 propostas encontradas,Utilização do lixo para gerar energia,"Já existe empresas que usam os gases emanados da decomposição do lixo (restos de alimentos, cana de açúcar e etc) para gerar energia elétrica. Inclusive existe uma no Paraná!
É uma forma de energia limpa que ajuda a dar um destino à geração de lixo.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20065,"1
voto",Cláudia
Não tem o titulo na página,1292 propostas encontradas,"Reforma Agrária Já, com pesado incentivo à agroecologia","Cumprir a CF/88, que prevê a plena reforma agrária, através da desapropriação de terras ilegais e ilegalmente desmatadas, destinando-as à agricultura familiar com pesado incentivo a métodos agroecológicos de produção alimentar. Conjuntamente, fortalecer o IBAMA e ICMBio na fiscalização e responsabilização dos ocupantes da terra quanto aos incêndios, inclusive proibindo a venda destas terras.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20019,"1
voto",Taua
Não tem o titulo na página,1292 propostas encontradas,"Arquivo de Eco-Memórias: tecnologias ancestrais nos dão o caminho, a experiência das tragédias ambientais nos alertam sobre o futuro.","Criação de um arquivo virtual e acessível, que contemple as memórias e narrativas de grupos vulnerabilizados pelo capitalismo e pelas consequentes mudanças climáticas, que seja capaz de preservar a memória em 4 principais aspectos: povos originários e tradicionais, refugiados climáticos, moradores de locais de risco e pessoas em situação de rua e ativistas ambientais, com objetivo de reunir os saberes de quem cuida dos nossos biomas e a experiência de quem sofre com o atual estado de coisas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/20082,8,MARIA
Não tem o titulo na página,1292 propostas encontradas,Plano Nacional de Agroecologia,"Aprovar e regulamentar o Plano Nacional de Agroecologia e Produção Orgânica reservando recursos orçamentários para desenvolver ações no campo da transição do modelo de produção de alimentos diminuindo o impacto causado por sistemas convencionais tais como: perda da biodiversidade, contaminação de águas e solo, perda da fertilidade e diminuição da cobertura vegetal.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19810,58,Beatriz
Não tem o titulo na página,1292 propostas encontradas,Problemas com deslizamento de terra e contaminação de solo por falta de saneamento básico nas periferias.,"Deslizamentos e a contaminação de solo devido a falta de saneamento básico em áreas periféricas, é um grande problema do país. Devido a falta de infraestrutura adequada, muitas vezes o esgoto é descartado no próprio terreno, aumentando a contaminação do solo e deixando-o mais propício a deslizamentos. A construção de tangues de evapotranspiração com bananeiras podem reduzir a contaminação. Já o plantio de taquarais em terrenos com desnível, podem auxiliar na contenção em períodos chuvosos.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18124,27,Adriano Gomez
Não tem o titulo na página,1292 propostas encontradas,A Plataforma MonitoraEA Projeto Político Pedagógico Zona Costeira Marinha de monitoramento das ações educativas para adaptação e mitigação climática,"A Plataforma MonitoraEAPPPZCM permite dinamismo de informações, aprendizagem, intercâmbio e monitoramento, indispensáveis a Educação Ambiental Climática. Seu acesso conduz ao conhecimento de práticas educativas cadastradas e exercidas por entidades representativas dos três setores da sociedade que atuam na costa brasileira, com conservação e sustentabilidade costeira-marinha, onde situam-se os ambientes e vivem grupos sociais mais vulneráveis à mudança do clima.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19612,83,MARIA
Não tem o titulo na página,1292 propostas encontradas,Inclusão das externalidades no balanço das empresas,"A comunidade científica nacional e internacional poderia desenvolver um índice, por área econômica e produtividade, que medisse o impacto ambiental ´da ´´produção e vendas em indústrias e empresas, para quantificar as externalidades que geram e que a sociedade e governo têm que suportar: lixo plástico, emissões de CO2, dejetos químicos. Os resultados constariam de seus balanços anuais, seriam divulgados ao público e embasariam taxação extra, metas de redução, para forçar investimento em mudança.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19341,2,Lilian
Não tem o titulo na página,1292 propostas encontradas,Sistemas Agroflorestais no Semiárido,"Estabelecer uma política pública destinando verbas para a implantação de sistemas agroflorestais (SAFs) na região do semiárido. Ainda pouco conhecido, o SAF tem baixo custo de infraestrutura, e em pouco tempo restaura o solo, tornando-o permeável e captando água na estação chuvosa, grando novas nascentes, e viabilizando segurança hídrica e alimentar. É plantação de água. Precisa de divulgação e capacitação das comunidades tradicionais para sua implantação em larga escala.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/18213,21,Mauro
Não tem o titulo na página,1292 propostas encontradas,Reaplicação do Programa Cultivando Água Boa,"O Programa Cultivando Água Boa, construiu uma metodologia de governança, gestão e operacionalização de revitalização e sustentabilidade de Bacias Hidrográficas, que obteve reconhecimento nacional e internacional, que deve ser reaplicado em todos território nacional, principalmente levando em consideração as mudanças climáticas.",https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/85/proposals/19359,2,Jair
